subjects	S	distractor	R	rt
10	nonword	absent	word	0.173707667743418
10	nonword	absent	nonword	0.179294186356043
10	nonword	present	word	0.3132523326646
10	word	absent	word	0.365047412165734
10	word	present	word	0.410510605960837
10	nonword	absent	nonword	0.633915078331666
10	word	absent	word	0.27955952346862
10	word	present	word	0.304227673094868
10	word	absent	word	0.16396442749334
10	word	absent	word	0.297825482550774
10	word	absent	word	0.235409376927189
10	nonword	absent	nonword	0.142403223492022
10	nonword	absent	nonword	0.142568438992689
10	word	absent	word	0.28077977583334
10	nonword	absent	nonword	0.281238955823638
10	word	present	word	0.198481596398353
10	nonword	present	nonword	0.319262673599042
10	nonword	absent	nonword	0.318495436718524
10	word	absent	word	0.232487614027639
10	nonword	present	nonword	0.225530221375706
10	word	present	word	0.386327379863119
10	word	present	word	0.337405854724172
10	nonword	absent	word	0.369059731002239
10	word	present	word	0.133882860294669
10	word	absent	word	0.249218263821045
10	word	absent	word	0.232667737338068
10	nonword	absent	nonword	0.150295612508139
10	nonword	absent	word	0.302304604853294
10	nonword	absent	nonword	0.515926331459666
10	word	absent	word	0.494076443496932
10	word	absent	word	0.144342928569377
10	nonword	present	nonword	0.280416827089053
10	word	absent	word	0.13387011931389
10	word	absent	word	0.323343552393165
10	nonword	absent	nonword	0.51582241559118
10	nonword	present	word	0.395758083839679
10	nonword	present	word	0.140113455880967
10	nonword	absent	word	0.294351931240032
10	nonword	present	word	0.155144341108323
10	word	absent	word	0.488268339866507
10	nonword	absent	nonword	0.456950767547875
10	nonword	present	nonword	0.222838901176535
10	word	present	word	0.273787926546742
10	nonword	present	nonword	0.129286961425969
10	word	absent	nonword	0.221944755921277
10	word	present	word	0.219829301396067
10	nonword	present	nonword	0.266027187311491
10	nonword	absent	nonword	0.135769505580054
10	word	present	word	0.227802726306123
10	word	present	word	0.277300627816479
10	nonword	absent	nonword	0.405924325717806
10	word	present	word	0.128314023975355
10	word	absent	word	0.383147618924499
10	word	present	word	0.329498069957759
10	nonword	absent	nonword	0.69736496905575
10	word	present	word	0.113737445432616
10	word	absent	nonword	0.326614578175501
10	nonword	present	nonword	0.238965965592857
10	nonword	present	nonword	0.272938832836711
10	word	present	word	0.176267420767749
10	word	present	word	0.175452717414248
10	word	present	word	0.415099394917685
10	word	present	nonword	0.248728689573876
10	word	absent	word	0.155550899908815
10	nonword	absent	nonword	0.260788950008385
10	nonword	absent	nonword	0.712780651765332
10	word	absent	word	0.168783882620578
10	word	absent	word	0.670442320738629
10	nonword	absent	nonword	0.161337129822422
10	word	present	nonword	0.198154502690384
10	word	absent	word	0.293772919937613
10	nonword	absent	nonword	0.53164667344125
10	nonword	present	nonword	0.31016510519143
10	nonword	absent	nonword	0.537075781432716
10	nonword	present	nonword	0.588445130569308
10	word	absent	word	0.24088519045841
10	word	present	nonword	0.525195445935245
10	nonword	absent	nonword	0.249132289636634
10	word	absent	word	0.172259698902163
10	word	present	word	0.14890415690567
10	nonword	absent	nonword	0.205085892958075
10	nonword	absent	nonword	0.244380492425513
10	nonword	present	nonword	0.472060923502669
10	word	absent	word	0.243772266998375
10	word	absent	word	0.412657384008579
10	word	absent	word	0.156520181494818
10	word	absent	word	0.109039256804067
10	word	absent	word	0.128778127064155
10	nonword	absent	nonword	0.51387186211522
10	nonword	absent	nonword	0.250732450544091
10	word	present	word	0.252877629605661
10	word	present	word	0.539413515486325
10	nonword	present	nonword	0.142288602382164
10	nonword	present	nonword	0.329218041947208
10	word	absent	word	0.242100160257294
10	word	present	word	0.227595234543145
10	nonword	absent	nonword	0.297605783866541
10	word	absent	word	0.141499663752945
10	nonword	present	nonword	0.16673291854219
10	word	absent	word	0.424227492823597
10	nonword	present	nonword	0.361093451876139
10	nonword	present	nonword	0.256749274875418
10	nonword	absent	nonword	0.513719507759291
10	nonword	absent	nonword	0.31254418959478
10	nonword	absent	nonword	0.579971676365309
10	nonword	present	nonword	0.25532621094802
10	nonword	present	nonword	0.50205166054981
10	word	absent	word	0.123406816350975
10	word	absent	word	0.213899093384485
10	word	present	word	0.332283317933337
10	nonword	present	nonword	0.609679450063384
10	nonword	present	word	0.210551123715876
10	word	present	nonword	0.285539868814247
10	word	present	word	0.230176068289756
10	word	present	nonword	0.240609382648365
10	word	absent	word	0.272602893191958
10	word	present	word	0.28270448111628
10	word	present	word	0.428954810180171
10	word	present	word	0.296229404278703
10	nonword	absent	nonword	0.161300215334779
10	word	present	word	0.328948397038321
10	nonword	present	word	0.278306220745772
10	nonword	present	nonword	0.352653121059282
10	nonword	absent	nonword	0.243221449743108
10	nonword	present	word	0.742367218243946
10	word	absent	word	0.256821962302631
10	word	present	word	0.15035086675016
10	word	absent	nonword	0.269613674845022
10	nonword	absent	nonword	0.275129933409539
10	word	present	word	0.16357787433192
10	nonword	present	nonword	0.277130048980165
10	word	absent	word	0.505391972541913
10	nonword	present	nonword	0.195716015813639
10	word	absent	word	0.147755894118858
10	word	present	word	0.238951695138823
10	word	absent	word	0.417092854946186
10	word	present	nonword	0.238578652886453
10	word	present	word	0.754532094182352
10	nonword	absent	word	0.171497579947724
10	word	present	word	0.216620410346962
10	nonword	present	nonword	0.236134160780554
10	word	present	word	0.218915743646758
10	word	absent	word	0.324428095283369
10	word	absent	word	0.14270003620449
10	nonword	absent	nonword	0.119950685904666
10	word	absent	word	0.258165001319323
10	word	present	word	0.136888303104966
10	word	absent	word	0.253369955357277
10	word	present	nonword	0.178352910595714
10	word	absent	word	0.230471877447974
10	nonword	present	nonword	0.226056640843717
10	nonword	present	nonword	0.320417481459815
10	word	present	word	0.467441074290082
10	word	present	word	0.262289371094387
10	nonword	absent	nonword	0.433588351183968
10	nonword	absent	nonword	0.347365466289814
10	nonword	absent	word	0.172935952851734
10	nonword	present	nonword	0.331933393504386
10	word	absent	word	0.255986455791975
10	word	absent	word	0.143694539887311
10	nonword	absent	nonword	0.230169390915121
10	word	absent	word	0.15115889031104
10	word	present	word	0.336178020589457
10	word	present	word	0.406739144516146
10	nonword	present	nonword	0.19197110461553
10	nonword	absent	nonword	0.328875556326912
10	word	absent	word	0.225703601960049
10	nonword	present	nonword	0.325416722327629
10	word	absent	word	0.215090577978576
10	nonword	absent	word	0.272465244633352
10	word	absent	word	0.546928573162232
10	nonword	present	nonword	0.340368676975921
10	nonword	present	nonword	0.373285255551275
10	word	absent	word	0.129311568584511
10	word	absent	word	0.162281548171473
10	word	absent	word	0.166480401987056
10	nonword	absent	nonword	0.489953073534477
10	word	present	word	0.180204496965373
10	nonword	absent	nonword	0.346250272241008
10	nonword	present	nonword	0.804267932562059
10	nonword	present	nonword	0.531538151976636
10	word	absent	word	0.443114893061988
10	word	present	word	0.235690172819196
10	word	present	nonword	0.535056162681504
10	word	present	word	0.164797469553219
10	nonword	present	nonword	0.398879157534072
10	word	present	word	0.134840352582385
10	word	present	word	0.216790068429963
10	nonword	absent	nonword	0.531270268739065
10	nonword	absent	word	0.274646470930418
10	nonword	present	nonword	0.206420005436233
10	word	present	word	0.308343830863103
10	nonword	absent	nonword	0.303713918216284
10	nonword	absent	nonword	0.26967582372126
10	word	present	word	0.24792504279722
10	nonword	absent	nonword	0.306658370862685
10	nonword	present	nonword	0.881769567220044
10	nonword	present	nonword	0.437034318822025
10	word	present	word	0.443028973673765
10	nonword	absent	word	0.269670211303378
10	word	absent	word	0.135552229707069
10	word	absent	nonword	0.21828905704685
10	word	present	word	0.658745146206745
10	nonword	absent	word	0.306397972358154
10	nonword	present	word	0.247919891638874
10	nonword	present	nonword	0.50237297121767
10	word	absent	word	0.278222492700297
10	word	present	word	0.160741021396739
10	nonword	absent	nonword	0.239527466012511
10	nonword	present	word	0.345756606802635
10	nonword	present	word	0.666152080915901
10	nonword	present	word	0.246986156479791
10	nonword	present	nonword	0.243497125411719
10	word	absent	word	0.212873158510963
10	nonword	absent	nonword	0.173916536904909
10	word	present	word	0.295846916807218
10	word	present	nonword	0.213761062574094
10	word	absent	word	0.252520912138602
10	word	absent	word	0.238075794459879
10	nonword	absent	word	0.229757849845589
10	nonword	absent	nonword	0.200239032630775
10	nonword	absent	word	0.326178082944598
10	word	present	word	0.162423146589153
10	nonword	absent	nonword	0.179174018735834
10	nonword	absent	nonword	0.178004364903578
10	nonword	absent	word	0.213811073691821
10	nonword	absent	nonword	0.143883903580533
10	word	present	word	0.154067617678398
10	word	absent	word	0.475754071372357
10	word	present	word	0.159750314973924
10	word	absent	word	0.123478429345407
10	word	present	word	0.706842772668968
10	word	absent	word	0.621964010652895
10	word	present	word	0.568940016684553
10	word	absent	word	0.324232961863953
10	nonword	present	nonword	0.438839675515674
10	nonword	present	nonword	0.249762334951674
10	word	present	word	0.137299095793327
10	nonword	present	word	0.864371331804508
10	nonword	present	word	0.3594946070416
10	nonword	present	word	0.16181073011024
10	word	present	word	0.206951496067242
10	nonword	absent	nonword	0.187180418302273
10	nonword	present	nonword	0.682324066376959
10	nonword	absent	nonword	0.248728984399624
10	nonword	absent	word	0.452769284191323
10	nonword	absent	nonword	0.234034491640509
10	nonword	absent	nonword	0.198361297682376
10	word	present	word	1.79819504209427
10	word	present	word	0.151745466696514
10	nonword	present	word	0.47901771005867
10	nonword	absent	word	0.17772900194166
10	nonword	present	nonword	0.481128291452319
10	word	absent	word	0.874016164351276
10	nonword	present	word	0.693297635643617
10	word	present	word	0.415130407982103
10	nonword	absent	word	0.67091997346435
10	word	present	word	0.145532503953413
10	word	absent	word	0.165146528840565
10	word	present	word	0.393969290546146
10	nonword	absent	nonword	0.609529484395192
10	word	absent	word	0.143782656301087
10	word	absent	word	0.150576979840456
10	nonword	present	nonword	0.250779750068419
10	nonword	absent	nonword	0.220849502209534
10	word	absent	word	0.717229525036121
10	nonword	absent	nonword	0.635860799063248
10	word	present	nonword	0.351707056132967
10	word	absent	word	0.242593589571178
10	nonword	absent	nonword	0.639441199114348
10	word	present	nonword	0.35995999432796
10	nonword	absent	nonword	0.2144367791831
10	word	absent	nonword	0.314789035026739
10	word	absent	word	0.255877600766433
10	nonword	present	nonword	0.244120364195473
10	word	present	word	0.336331308941486
10	nonword	absent	word	0.260294440768594
10	nonword	present	word	0.154024095362975
10	word	present	word	0.940784157626868
10	word	absent	word	0.176469336788199
10	nonword	present	nonword	0.309162763953065
10	nonword	present	nonword	0.517496186717592
10	word	present	word	0.186369934161262
10	nonword	present	nonword	0.418507092519795
10	nonword	absent	nonword	0.253609296956149
10	word	absent	word	0.847786774660587
10	nonword	absent	nonword	0.181961835658857
10	word	absent	word	0.356606096369473
10	nonword	present	nonword	0.258712726290058
10	nonword	present	nonword	0.438848337638812
10	nonword	present	word	0.136051272747744
10	nonword	absent	nonword	0.125096296259819
10	word	present	word	0.224350036284849
10	nonword	absent	nonword	0.38395810990113
10	nonword	present	nonword	0.290798315185158
10	nonword	present	nonword	0.313418935920492
10	word	absent	nonword	0.440229300260791
10	nonword	present	nonword	0.130833257383332
10	word	present	word	0.132406437046465
10	word	absent	nonword	0.263411053098677
10	nonword	absent	nonword	0.557456751644216
10	word	absent	word	0.119125587870205
10	word	present	word	0.191562171168139
10	word	present	word	0.393047646362794
10	word	present	word	0.261409817561385
10	nonword	absent	nonword	0.199330898071918
10	nonword	absent	word	0.300220166749203
11	word	absent	nonword	0.318581243851621
11	word	absent	word	0.349527001554867
11	word	absent	word	0.379648935489423
11	word	present	word	0.477990685508794
11	nonword	absent	nonword	0.451463511765055
11	word	absent	nonword	0.505949714528497
11	word	absent	word	0.390857317104907
11	word	absent	word	0.478676118986421
11	nonword	absent	nonword	0.341398623117191
11	word	present	word	0.678089134307868
11	nonword	absent	nonword	0.408663041354672
11	nonword	present	nonword	0.333800101002892
11	word	present	word	0.425732281906325
11	word	present	word	0.474344969568558
11	nonword	absent	nonword	0.336872124183125
11	word	present	word	0.444959883086647
11	nonword	absent	nonword	0.3180185467666
11	nonword	absent	nonword	0.489291679638927
11	nonword	absent	nonword	0.383789280869505
11	nonword	present	nonword	0.926085809891279
11	word	present	word	0.442276681913194
11	nonword	present	nonword	0.690792107204753
11	nonword	present	nonword	0.359823469393032
11	nonword	present	nonword	0.71713929540803
11	word	absent	nonword	0.529894787783384
11	word	absent	word	0.363776716816024
11	word	absent	nonword	0.308816015789206
11	word	present	word	0.619614292387357
11	nonword	present	word	0.346504258141159
11	nonword	present	nonword	0.357987317132576
11	word	absent	word	0.298383414719335
11	nonword	present	word	0.490917215565064
11	nonword	present	nonword	0.468744448135199
11	word	present	word	0.383489108788817
11	word	absent	word	0.521307234648641
11	nonword	absent	nonword	0.469292973097121
11	word	absent	word	0.854081332373705
11	nonword	present	nonword	0.486799080789826
11	nonword	absent	nonword	0.351924150973979
11	nonword	absent	nonword	0.378333117319172
11	nonword	absent	nonword	0.411913012662763
11	word	present	word	0.472651087145033
11	nonword	present	word	0.413124674618941
11	word	absent	word	0.319477735727521
11	word	absent	word	0.32172078130685
11	word	present	word	0.309568547472382
11	word	absent	word	0.744377854916635
11	nonword	present	nonword	0.295632038256436
11	nonword	present	nonword	0.420049743220701
11	word	absent	word	0.448818168576879
11	word	absent	word	0.326636268740019
11	word	present	word	0.368369886098426
11	word	absent	word	0.450824062085183
11	nonword	absent	nonword	0.538306525114804
11	nonword	present	nonword	0.311670732740818
11	word	absent	nonword	0.322122184347635
11	word	present	word	0.419399063527899
11	nonword	present	nonword	0.338227619683768
11	word	present	word	0.664328255798684
11	word	absent	word	0.521233272061532
11	nonword	absent	word	0.430298230558884
11	word	present	nonword	0.452533444057499
11	nonword	present	nonword	0.342546182806255
11	nonword	present	nonword	0.299526813339494
11	word	present	word	0.334871908111604
11	nonword	absent	nonword	0.302570588584943
11	nonword	absent	nonword	0.446710727860882
11	word	present	word	0.417223574823719
11	nonword	present	nonword	0.332456226095759
11	word	present	word	0.341604410456616
11	nonword	absent	nonword	0.397741421078584
11	nonword	present	nonword	0.503029502413909
11	word	present	word	0.284299289009475
11	nonword	present	nonword	0.44825227236928
11	word	absent	word	0.377216782402446
11	word	absent	word	0.376277664336991
11	word	present	word	0.424272974779173
11	word	absent	word	0.378771796339006
11	nonword	present	nonword	0.531577912634505
11	word	present	word	0.367561968591908
11	nonword	absent	nonword	0.277936386853337
11	nonword	present	nonword	0.387553644054304
11	word	present	word	0.414606125447639
11	nonword	absent	nonword	0.34799672170057
11	nonword	present	nonword	0.319321915458372
11	nonword	present	nonword	0.508897425727838
11	word	present	word	0.366833810489849
11	word	present	word	0.372733305449681
11	word	absent	word	0.340671057589344
11	word	present	word	0.355348803559638
11	nonword	absent	nonword	0.741937577290599
11	nonword	absent	nonword	0.296334157662805
11	nonword	present	nonword	0.468031384103654
11	word	present	word	0.360376881688403
11	word	present	word	0.458797513506998
11	word	present	word	0.361452079047455
11	word	present	word	0.610532572857401
11	word	absent	word	0.567117915036175
11	nonword	absent	nonword	0.317502551912534
11	nonword	absent	nonword	0.566215806837772
11	word	absent	word	0.324234704524226
11	word	present	word	0.592416550749449
11	nonword	present	nonword	0.313829914652886
11	nonword	present	nonword	0.35128268026311
11	word	absent	word	0.517687574311426
11	word	present	word	0.31781674261436
11	word	absent	word	0.633751661380977
11	word	present	word	0.469067946897337
11	nonword	absent	nonword	0.365514600458997
11	nonword	present	nonword	1.26426303284031
11	nonword	absent	nonword	0.591530679261223
11	nonword	absent	nonword	0.389266131968647
11	word	absent	word	0.591486195838584
11	nonword	present	nonword	0.408428731334791
11	nonword	present	nonword	0.34434931002035
11	nonword	present	nonword	0.293150558955943
11	nonword	absent	nonword	0.361230732226701
11	word	absent	word	0.576046354985213
11	nonword	absent	nonword	0.308699826849753
11	nonword	present	word	0.348000003693033
11	word	present	word	0.407393217303009
11	word	absent	word	0.6463906586352
11	nonword	absent	nonword	0.448122090826511
11	word	absent	word	0.2827512911042
11	nonword	absent	nonword	0.483287825028
11	word	present	word	0.739308856965379
11	word	absent	word	0.362827781060439
11	word	present	word	0.299862975823114
11	word	present	word	0.440955026883325
11	nonword	present	nonword	0.704050826602969
11	word	present	word	0.292649354473975
11	word	present	nonword	0.445398059781236
11	word	absent	word	0.396822105355528
11	word	absent	word	0.354450145800758
11	nonword	present	nonword	0.530975540362868
11	word	absent	word	0.647579800228293
11	word	present	word	0.836670553905051
11	nonword	absent	nonword	0.380345823813052
11	word	absent	word	0.308045515299789
11	word	present	nonword	0.31762245959057
11	nonword	absent	nonword	0.385307358596218
11	word	absent	word	0.539272365500201
11	nonword	present	nonword	0.284597760107498
11	word	absent	word	0.575630052308312
11	word	absent	word	0.32609775046803
11	nonword	absent	nonword	0.308208817313393
11	word	present	nonword	0.324212963209896
11	nonword	absent	word	0.437636384493992
11	word	absent	word	0.689795564963237
11	nonword	absent	word	0.327691738710294
11	word	absent	word	0.341137409448364
11	nonword	present	nonword	0.488428376662962
11	nonword	absent	nonword	0.609330506002301
11	word	present	word	0.361050401706989
11	word	absent	word	0.374571725281452
11	word	absent	word	0.469493487494312
11	nonword	present	nonword	0.347540654503703
11	word	absent	word	0.362585345144968
11	word	present	word	0.414337887291686
11	nonword	absent	word	0.376331574987543
11	word	present	word	0.377472652673188
11	nonword	present	nonword	0.323403956067727
11	nonword	absent	nonword	0.330644893889077
11	word	present	word	0.369206746092205
11	word	absent	nonword	0.302838138490586
11	word	absent	word	0.308170752871039
11	nonword	absent	nonword	0.558601219343931
11	nonword	absent	nonword	0.399939267249762
11	nonword	absent	nonword	0.303901239359575
11	word	present	word	0.516330018522498
11	nonword	absent	nonword	0.499395299587218
11	nonword	absent	nonword	0.350287647276436
11	word	absent	word	0.39107561157305
11	nonword	absent	nonword	0.306175853159364
11	word	absent	word	0.42968167482197
11	nonword	absent	nonword	0.342446733903255
11	nonword	present	nonword	0.32005271313738
11	word	absent	word	0.438336494654716
11	word	absent	word	0.471540672137949
11	nonword	absent	nonword	0.8400982584322
11	word	absent	word	0.329799333076393
11	word	present	word	0.421281756686617
11	nonword	absent	nonword	0.350214179261089
11	nonword	absent	nonword	0.489064861082863
11	word	absent	word	0.333918974301905
11	word	absent	word	0.854234906806813
11	nonword	present	nonword	0.593365025824923
11	nonword	present	nonword	0.373267906724843
11	word	present	word	0.365007003073743
11	nonword	present	nonword	0.308972477084358
11	nonword	absent	nonword	0.427174452804838
11	word	present	word	0.685818188842634
11	word	absent	word	0.49975419292373
11	word	present	word	0.330276724304536
11	nonword	present	nonword	0.420629592044492
11	word	absent	word	0.379296620252701
11	nonword	absent	nonword	0.33554053693591
11	word	present	word	0.491571127622776
11	word	absent	word	0.379458075443507
11	word	absent	word	0.338875814522892
11	nonword	absent	nonword	0.355238952620376
11	nonword	absent	nonword	0.579455044122761
11	nonword	absent	nonword	0.471140926038567
11	word	absent	word	0.324539136471951
11	word	present	word	0.292777299282026
11	nonword	absent	nonword	0.611255045346241
11	word	absent	word	0.437399939110504
11	word	absent	word	0.400737933269941
11	nonword	present	nonword	0.809274038658207
11	word	present	word	0.548230606494091
11	word	present	word	0.40245564877667
11	nonword	absent	nonword	0.53539570193932
11	nonword	absent	nonword	0.319414432335805
11	word	absent	word	0.523094506858368
11	nonword	absent	nonword	0.43867725567753
11	nonword	present	nonword	0.315425177488531
11	word	present	nonword	0.324442096702795
11	word	absent	word	0.321900538413751
11	word	absent	word	0.494814517366543
11	word	absent	word	0.401060809719916
11	nonword	absent	nonword	0.300420385452226
11	nonword	absent	nonword	0.339453580095926
11	word	present	word	0.358894264870392
11	word	present	word	0.380597600149503
11	word	absent	word	0.499800157434364
11	nonword	present	nonword	0.463969142072727
11	word	absent	word	0.309288066630508
11	word	absent	word	0.299041976950462
11	nonword	absent	nonword	0.585173811364166
11	nonword	absent	nonword	0.627434939780204
11	word	present	word	0.340565590731407
11	nonword	present	nonword	0.370928144506693
11	nonword	present	nonword	0.608989643990764
11	nonword	present	nonword	0.347380620407636
11	nonword	present	nonword	0.300107996762322
11	word	absent	word	0.296261866311095
11	nonword	absent	word	0.320301856602067
11	word	present	nonword	0.733791154491042
11	word	absent	word	0.544725683136924
11	nonword	present	nonword	0.534724034433662
11	nonword	absent	nonword	0.432560567743806
11	word	present	nonword	0.675293850696494
11	nonword	present	nonword	0.332902347730405
11	nonword	present	nonword	0.816819796480594
11	nonword	absent	nonword	0.5984936400836
11	word	absent	word	0.306391412113321
11	word	absent	word	0.390360887924025
11	word	absent	word	0.42758876285671
11	word	present	word	0.32947733360825
11	word	absent	word	0.518884991403079
11	word	absent	word	0.484000868479239
11	nonword	present	nonword	0.347056906449203
11	word	present	word	0.466868360797729
11	nonword	present	nonword	0.359286730542075
11	word	present	word	0.797343840952754
11	word	absent	nonword	0.396602876918267
11	word	absent	nonword	0.509315389680795
11	nonword	present	nonword	0.338926027582595
11	nonword	present	nonword	0.639042002185072
11	word	absent	word	0.318376362242413
11	nonword	absent	nonword	0.479555633093233
11	nonword	absent	nonword	0.507650351584872
11	nonword	absent	nonword	0.300175482308712
11	nonword	absent	nonword	0.325213013666124
11	word	absent	word	0.416221327719922
11	nonword	present	nonword	0.325232782368435
11	nonword	absent	nonword	0.630072560902299
11	word	present	word	0.308704368949234
11	nonword	absent	nonword	0.561687963506347
11	word	present	word	0.362394185846456
11	nonword	absent	nonword	0.610818876061391
11	word	present	word	0.334474955437881
11	word	present	word	0.2856753173587
11	word	absent	word	0.601363260484271
11	word	present	nonword	0.330618597419438
11	word	present	word	0.405776185714912
11	word	absent	word	0.368263510778731
11	nonword	absent	nonword	0.664999105492007
11	word	absent	nonword	0.389110307811873
11	word	present	word	0.596516887599297
11	word	absent	word	0.289806829254263
11	word	present	word	0.400988258787994
11	nonword	present	nonword	0.331311964103651
11	word	absent	word	0.423267249071147
11	nonword	present	nonword	0.519347190191893
11	word	absent	word	0.386911696965721
11	nonword	present	nonword	0.607231820703725
11	nonword	present	nonword	0.313795679123224
11	word	present	word	0.336854220969951
11	word	absent	word	0.330357563280368
11	nonword	absent	nonword	0.356091812548303
11	nonword	present	word	0.59764668621176
11	nonword	present	nonword	0.582503272458574
11	nonword	absent	nonword	0.35341524777964
11	word	absent	word	0.376000180168635
11	word	absent	word	0.345134008955382
11	word	present	word	0.83295262560836
11	nonword	present	nonword	0.30547617441876
11	word	absent	word	0.395054431474258
11	nonword	absent	nonword	0.827615699326796
11	nonword	present	nonword	0.963734774759328
11	nonword	present	word	0.407677253801542
11	word	present	word	0.502548151609829
11	word	present	word	0.420140397640038
11	nonword	present	nonword	0.456308471128453
11	nonword	present	nonword	0.450755600758235
11	word	absent	word	0.434037193726868
11	word	present	word	0.352388315008839
11	nonword	absent	nonword	0.367249530304246
11	nonword	absent	word	0.535189763234561
11	nonword	absent	nonword	0.531917347086655
11	nonword	absent	nonword	0.353494812649256
11	nonword	present	nonword	0.314472270829
11	nonword	present	nonword	0.351887494933293
11	nonword	absent	nonword	0.345354207720266
11	nonword	present	nonword	0.770736340797946
11	word	absent	word	0.622177617183715
11	nonword	absent	nonword	0.49990598852824
11	word	present	word	0.46319508375239
11	nonword	present	nonword	0.293849397486742
11	word	present	nonword	0.300844422854755
11	nonword	present	nonword	0.399765460345718
11	word	absent	word	0.343382969691569
11	word	present	word	0.475631428473252
11	nonword	present	nonword	0.339780501657197
11	nonword	present	nonword	0.3202457762653
11	word	absent	word	0.428283267927935
11	nonword	present	nonword	0.434298576545796
11	word	present	word	0.966095680023206
11	word	absent	word	0.318609560162586
11	word	absent	word	0.398672779007909
11	nonword	absent	nonword	0.463567666536622
11	nonword	present	word	0.393041488515152
11	word	absent	word	0.365638403217173
11	word	present	word	0.427994771203022
11	nonword	absent	nonword	0.375158808624711
11	word	absent	word	0.319432598816533
11	nonword	absent	nonword	0.494639304755273
11	nonword	present	nonword	0.562336353962116
11	nonword	present	nonword	0.289571264147631
11	nonword	absent	nonword	0.695710578882798
11	nonword	absent	nonword	0.393215125668826
11	nonword	absent	nonword	0.337291144533313
11	nonword	absent	nonword	0.327376897256837
11	nonword	present	nonword	0.33438333380783
11	nonword	present	nonword	0.333050714602645
11	word	present	word	0.365011995894307
11	nonword	absent	nonword	0.446265021063662
11	nonword	present	nonword	0.455858788361708
11	word	absent	word	0.497169681971656
11	word	present	nonword	0.326835237934382
11	nonword	present	nonword	0.311641959046714
11	nonword	present	nonword	0.533551769015897
11	nonword	present	nonword	0.349280328514395
11	word	absent	word	0.303667399746933
11	nonword	present	nonword	0.357865901314466
11	nonword	present	nonword	0.447768259529763
11	nonword	present	nonword	0.312282678827694
11	word	absent	word	0.617920320280346
11	word	present	word	0.383237128073483
11	word	present	word	0.440571605496728
11	nonword	absent	nonword	0.478030866313111
11	word	present	word	0.489709259189059
11	word	absent	word	0.45014431299882
11	nonword	absent	nonword	0.29514194300513
11	nonword	absent	nonword	0.366096467293911
11	word	present	word	0.762775105379896
11	word	present	nonword	0.374590349816787
11	nonword	present	nonword	0.424714857862752
11	nonword	present	nonword	0.384899910317228
11	word	present	word	0.354954084568392
11	word	present	word	0.296072860039226
11	word	present	word	0.495360406995016
11	nonword	present	word	0.353165404034724
11	nonword	present	nonword	0.37492231980124
11	nonword	absent	nonword	0.380262914025933
11	nonword	absent	nonword	0.302336088004078
11	word	present	word	0.345212641828555
11	word	absent	word	0.50441339301651
11	nonword	absent	nonword	1.08386052372998
11	word	present	word	0.339269840365983
11	word	present	word	0.364191551374519
11	nonword	present	word	0.716270721155278
11	nonword	absent	nonword	0.480335624321045
11	nonword	present	nonword	0.363401622094139
11	nonword	present	nonword	0.533671731650912
11	nonword	absent	nonword	0.339665552706064
11	word	absent	word	0.350998610637909
11	nonword	absent	nonword	0.350973520343467
11	nonword	absent	nonword	0.443636339491254
11	word	present	word	0.657183655502903
11	nonword	absent	nonword	0.281502135013799
11	word	present	word	0.331253947289483
11	word	absent	word	0.442165989838263
11	nonword	present	nonword	0.572956903128946
11	nonword	present	nonword	0.313673241310828
11	nonword	present	nonword	0.389753070296915
11	nonword	absent	nonword	0.470016396728507
11	nonword	present	nonword	0.29786210080456
11	word	present	word	0.382031145969857
11	word	absent	word	0.314019958296096
11	nonword	present	nonword	0.298174411899652
11	nonword	absent	nonword	0.347646419420705
11	nonword	present	nonword	0.441923792102229
11	nonword	absent	nonword	0.296528042812482
11	word	present	word	0.311412574004122
11	word	present	word	0.37681187726448
11	word	absent	word	0.501404023385421
11	word	absent	word	0.42541906310811
11	nonword	present	nonword	0.308183076397025
11	nonword	present	nonword	0.282483275884061
11	word	present	word	0.376026985338359
11	word	present	word	0.524939282110009
11	nonword	absent	nonword	0.326223777826905
11	nonword	present	nonword	0.288998041756458
11	nonword	present	nonword	0.801073302288952
11	nonword	absent	nonword	0.349466197713195
11	nonword	absent	nonword	0.495603415783746
11	word	absent	word	0.524938203303949
11	nonword	absent	nonword	0.459121076117286
11	word	present	word	0.977586047390625
11	word	absent	word	0.461994010999092
11	word	absent	word	0.79965337709512
11	word	present	word	0.394804813311241
11	nonword	present	nonword	0.389017042833659
11	word	absent	word	0.429295655114734
11	word	absent	word	0.454287826545568
11	nonword	absent	nonword	0.392771551753067
11	nonword	present	nonword	0.318042253435184
11	word	present	word	0.572475293730907
11	nonword	present	nonword	0.480855968505417
11	word	present	word	0.472846018620487
11	word	absent	nonword	0.675382172158151
11	nonword	absent	nonword	0.664318533074244
11	nonword	absent	nonword	0.409732715700541
11	nonword	absent	nonword	0.460598721193062
11	nonword	absent	nonword	0.530985062073992
11	word	present	word	0.397669891614427
11	word	present	word	0.435837016880345
11	nonword	present	nonword	0.41184810139129
11	word	present	word	0.583213460046343
11	nonword	absent	nonword	0.346446931217977
11	word	present	word	0.448741285482105
11	word	present	word	0.365470508902973
11	word	present	word	0.371370202993639
11	nonword	absent	nonword	0.698353476311866
11	nonword	present	nonword	0.297737385248212
11	word	present	word	0.485515241415211
11	nonword	absent	nonword	0.585381914996441
11	nonword	present	nonword	0.336504211564542
